species,family,freshwater,marine,depth_min,depth_max,depth_cat
Cookeolus_japonicus,Priacanthidae,0,1,40,400,intermediate
Heteropriacanthus_cruentatus,Priacanthidae,0,1,3,300,intermediate
Priacanthus_arenatus,Priacanthidae,0,1,10,200,intermediate
Priacanthus_hamrur,Priacanthidae,0,1,8,250,intermediate
Priacanthus_macracanthus,Priacanthidae,0,1,12,400,intermediate
Priacanthus_meeki,Priacanthidae,0,1,3,230,intermediate
Priacanthus_tayenus,Priacanthidae,0,1,20,200,intermediate
Pristigenys_alta,Priacanthidae,0,1,5,200,intermediate
Pristigenys_niphonia,Priacanthidae,0,1,1,250,intermediate
Pristigenys_serrula,Priacanthidae,0,1,5,100,shallow
Ilisha_melastoma,Pristigasteridae,0,1,0,50,shallow
Ilisha_striatula,Pristigasteridae,0,1,0,50,shallow
Pellona_ditchela,Pristigasteridae,1,1,10,55,shallow
Pellona_harroweri,Pristigasteridae,0,1,5,36,shallow
Psettodes_bennettii,Psettodidae,0,1,15,50,shallow
Psettodes_erumei,Psettodidae,0,1,1,100,shallow
Labracinus_cyclophthalmus,Pseudochromidae,0,1,2,20,shallow
Pictichromis_coralensis,Pseudochromidae,0,1,6,40,shallow
Pictichromis_diadema,Pseudochromidae,0,1,5,30,shallow
Pictichromis_paccagnellae,Pseudochromidae,0,1,0,50,shallow
Pictichromis_porphyrea,Pseudochromidae,0,1,0,65,shallow
Pseudochromis_bitaeniatus,Pseudochromidae,0,1,2,38,shallow
Pseudochromis_cyanotaenia,Pseudochromidae,0,1,0,30,shallow
Pseudochromis_fridmani,Pseudochromidae,0,1,1,60,shallow
Pseudochromis_fuscus,Pseudochromidae,0,1,2,30,shallow
Pseudochromis_jamesi,Pseudochromidae,0,1,1,18,shallow
Pseudochromis_kristinae,Pseudochromidae,0,1,0,25,shallow
Pseudochromis_natalensis,Pseudochromidae,0,1,5,25,shallow
Pseudoplesiops_revellei,Pseudochromidae,0,1,3,20,shallow
Artediellus_atlanticus,Psychrolutidae,0,1,35,900,intermediate
Artediellus_fuscimentus,Psychrolutidae,0,1,120,300,intermediate
Artediellus_scaber,Psychrolutidae,0,1,0,290,intermediate
Artediellus_uncinatus,Psychrolutidae,0,1,13,598,intermediate
Artedius_corallinus,Psychrolutidae,0,1,0,21,shallow
Artedius_fenestralis,Psychrolutidae,0,1,1,55,shallow
Artedius_harringtoni,Psychrolutidae,0,1,1,21,shallow
Artedius_lateralis,Psychrolutidae,0,1,0,13,shallow
Artedius_notospilotus,Psychrolutidae,0,1,1,52,shallow
Chitonotus_pugetensis,Psychrolutidae,0,1,0,142,shallow
Clinocottus_acuticeps,Psychrolutidae,1,1,0,20,shallow
Clinocottus_analis,Psychrolutidae,0,1,0,18,shallow
Cottiusculus_gonez,Psychrolutidae,0,1,150,250,intermediate
Cottunculus_microps,Psychrolutidae,0,1,165,1342,deep
Cottunculus_thomsonii,Psychrolutidae,0,1,100,1600,deep
Dasycottus_setiger,Psychrolutidae,0,1,15,850,intermediate
Ebinania_macquariensis,Psychrolutidae,0,1,494,714,intermediate
Enophrys_diceraus,Psychrolutidae,0,1,0,380,intermediate
Enophrys_taurina,Psychrolutidae,0,1,11,256,intermediate
Eurymen_gyrinus,Psychrolutidae,0,1,14,400,intermediate
Gymnocanthus_detrisus,Psychrolutidae,0,1,15,450,intermediate
Gymnocanthus_galeatus,Psychrolutidae,0,1,0,579,intermediate
Gymnocanthus_herzensteini,Psychrolutidae,0,1,0,300,intermediate
Gymnocanthus_intermedius,Psychrolutidae,0,1,15,256,intermediate
Gymnocanthus_tricuspis,Psychrolutidae,0,1,0,451,intermediate
Icelinus_borealis,Psychrolutidae,0,1,9,310,intermediate
Icelinus_burchami,Psychrolutidae,0,1,61,570,intermediate
Icelinus_cavifrons,Psychrolutidae,0,1,11,91,shallow
Icelinus_filamentosus,Psychrolutidae,0,1,18,800,intermediate
Icelinus_fimbriatus,Psychrolutidae,0,1,50,265,intermediate
Icelinus_quadriseriatus,Psychrolutidae,0,1,6,201,intermediate
Icelinus_tenuis,Psychrolutidae,0,1,33,373,intermediate
Icelus_bicornis,Psychrolutidae,0,1,0,930,intermediate
Icelus_spatula,Psychrolutidae,0,1,12,930,intermediate
Icelus_spiniger,Psychrolutidae,0,1,25,770,intermediate
Malacocottus_kincaidi,Psychrolutidae,0,1,27,1025,deep
Malacocottus_zonurus,Psychrolutidae,0,1,27,1980,deep
Myoxocephalus_aenaeus,Psychrolutidae,0,1,1,357,intermediate
Myoxocephalus_brandtii,Psychrolutidae,0,1,0,140,shallow
Myoxocephalus_jaok,Psychrolutidae,0,1,0,680,intermediate
Myoxocephalus_octodecemspinosus,Psychrolutidae,0,1,1,190,shallow
Myoxocephalus_polyacanthocephalus,Psychrolutidae,0,1,0,775,intermediate
Myoxocephalus_quadricornis,Psychrolutidae,1,1,0,100,shallow
Myoxocephalus_scorpius,Psychrolutidae,0,1,0,451,intermediate
Myoxocephalus_stelleri,Psychrolutidae,0,1,0,60,shallow
Oligocottus_maculosus,Psychrolutidae,0,1,0,102,shallow
Psychrolutes_paradoxus,Psychrolutidae,0,1,0,1100,deep
Psychrolutes_phrictus,Psychrolutidae,0,1,500,2800,deep
Psychrolutes_sigalutes,Psychrolutidae,0,1,0,225,intermediate
Radulinus_asprellus,Psychrolutidae,0,1,18,284,intermediate
Radulinus_boleoides,Psychrolutidae,0,1,15,146,shallow
Ruscarius_creaseri,Psychrolutidae,0,1,0,27,shallow
Taurulus_bubalis,Psychrolutidae,0,1,0,200,intermediate
Trichocottus_brashnikovi,Psychrolutidae,0,1,7,87,shallow
Triglops_macellus,Psychrolutidae,0,1,18,350,intermediate
Triglops_murrayi,Psychrolutidae,0,1,7,530,intermediate
Triglops_nybelini,Psychrolutidae,0,1,71,1270,deep
Triglops_pingelii,Psychrolutidae,0,1,0,930,intermediate
Triglops_scepticus,Psychrolutidae,0,1,25,925,intermediate
Zesticelus_profundorum,Psychrolutidae,0,1,88,2580,deep
Ptilichthys_goodei,Ptilichthyidae,0,1,0,360,intermediate
Rachycentron_canadum,Rachycentridae,0,1,0,1200,deep
Regalecus_glesne,Regalecidae,0,1,20,1000,deep
Rhamphocottus_richardsonii,Rhamphocottidae,0,1,0,165,shallow
Achiropsetta_tricholepis,Rhombosoleidae,0,1,21,1186,deep
Mancopsetta_maculata,Rhombosoleidae,0,1,100,1115,deep
Neoachiropsetta_milfordi,Rhombosoleidae,0,1,100,1000,deep
Rondeletia_loricata,Rondeletiidae,0,1,100,3500,deep
Saccopharynx_ampullaceus,Saccopharyngidae,0,1,0,3000,deep
Plagiopsetta_glossa,Samaridae,0,1,65,278,intermediate
Samaris_cristatus,Samaridae,0,1,20,114,shallow
Scatophagus_argus,Scatophagidae,1,1,0,5,shallow
Scatophagus_tetracanthus,Scatophagidae,1,1,0,5,shallow
Selenotoca_multifasciata,Scatophagidae,1,1,0,5,shallow
Schindleria_pietschmanni,Schindleriidae,0,1,1,60,shallow
Schindleria_praematura,Schindleriidae,0,1,0,130,shallow
Argyrosomus_inodorus,Sciaenidae,0,1,1,100,shallow
Argyrosomus_regius,Sciaenidae,0,1,15,300,intermediate
Atractoscion_aequidens,Sciaenidae,0,1,15,200,intermediate
Atractoscion_nobilis,Sciaenidae,0,1,0,122,shallow
Atrobucca_nibe,Sciaenidae,0,1,45,200,intermediate
Bairdiella_ronchus,Sciaenidae,0,1,16,40,shallow
Ctenosciaena_gracilicirrhus,Sciaenidae,0,1,10,130,shallow
Cynoscion_acoupa,Sciaenidae,1,1,1,20,shallow
Cynoscion_guatucupa,Sciaenidae,0,1,1,194,shallow
Cynoscion_jamaicensis,Sciaenidae,0,1,1,70,shallow
Cynoscion_leiarchus,Sciaenidae,0,1,10,50,shallow
Cynoscion_nothus,Sciaenidae,0,1,2,18,shallow
Cynoscion_phoxocephalus,Sciaenidae,0,1,10,60,shallow
Cynoscion_regalis,Sciaenidae,0,1,10,26,shallow
Cynoscion_reticulatus,Sciaenidae,0,1,10,60,shallow
Cynoscion_steindachneri,Sciaenidae,1,1,1,10,shallow
Cynoscion_virescens,Sciaenidae,0,1,6,70,shallow
Cynoscion_xanthulus,Sciaenidae,0,1,1,50,shallow
Equetus_lanceolatus,Sciaenidae,0,1,10,60,shallow
Equetus_punctatus,Sciaenidae,0,1,3,30,shallow
Isopisthus_parvipinnis,Sciaenidae,0,1,1,45,shallow
Isopisthus_remifer,Sciaenidae,0,1,10,60,shallow
Johnius_amblycephalus,Sciaenidae,1,1,1,40,shallow
Johnius_borneensis,Sciaenidae,1,1,0,132,shallow
Johnius_fuscolineatus,Sciaenidae,0,1,0,50,shallow
Larimichthys_crocea,Sciaenidae,0,1,0,120,shallow
Larimus_breviceps,Sciaenidae,0,1,1,60,shallow
Macrodon_ancylodon,Sciaenidae,0,1,0,60,shallow
Miichthys_miiuy,Sciaenidae,0,1,15,100,shallow
Nibea_albiflora,Sciaenidae,0,1,25,80,shallow
Odontoscion_dentex,Sciaenidae,0,1,1,30,shallow
Otolithes_ruber,Sciaenidae,0,1,10,40,shallow
Pareques_umbrosus,Sciaenidae,0,1,5,91,shallow
Pennahia_argentata,Sciaenidae,0,1,20,140,shallow
Pseudotolithus_elongatus,Sciaenidae,0,1,0,100,shallow
Pseudotolithus_senegalensis,Sciaenidae,0,1,0,70,shallow
Pseudotolithus_senegallus,Sciaenidae,0,1,0,150,shallow
Pseudotolithus_typus,Sciaenidae,0,1,0,150,shallow
Roncador_stearnsii,Sciaenidae,0,1,1,22,shallow
Seriphus_politus,Sciaenidae,0,1,1,21,shallow
Stellifer_illecebrosus,Sciaenidae,0,1,10,60,shallow
Stellifer_stellifer,Sciaenidae,0,1,1,35,shallow
Umbrina_canariensis,Sciaenidae,0,1,50,300,intermediate
Umbrina_coroides,Sciaenidae,0,1,5,15,shallow
Umbrina_roncador,Sciaenidae,0,1,10,60,shallow
Umbrina_ronchus,Sciaenidae,0,1,20,200,intermediate
Acanthocybium_solandri,Scombridae,0,1,0,20,shallow
Allothunnus_fallai,Scombridae,0,1,0,20,shallow
Euthynnus_affinis,Scombridae,0,1,0,200,intermediate
Euthynnus_alletteratus,Scombridae,0,1,1,150,shallow
Euthynnus_lineatus,Scombridae,0,1,0,40,shallow
Grammatorcynus_bicarinatus,Scombridae,0,1,15,50,shallow
Grammatorcynus_bilineatus,Scombridae,0,1,15,50,shallow
Gymnosarda_unicolor,Scombridae,0,1,10,250,intermediate
Katsuwonus_pelamis,Scombridae,0,1,0,260,intermediate
Rastrelliger_brachysoma,Scombridae,0,1,15,200,intermediate
Rastrelliger_kanagurta,Scombridae,0,1,20,90,shallow
Sarda_orientalis,Scombridae,0,1,1,167,shallow
Sarda_sarda,Scombridae,0,1,80,200,intermediate
Scomber_australasicus,Scombridae,0,1,87,200,intermediate
Scomber_japonicus,Scombridae,0,1,0,300,intermediate
Scomber_scombrus,Scombridae,0,1,0,1000,deep
Scomberomorus_cavalla,Scombridae,0,1,5,140,shallow
Scomberomorus_commerson,Scombridae,0,1,10,70,shallow
Scomberomorus_guttatus,Scombridae,0,1,15,200,intermediate
Scomberomorus_maculatus,Scombridae,0,1,10,35,shallow
Scomberomorus_niphonius,Scombridae,0,1,0,200,intermediate
Scomberomorus_plurilineatus,Scombridae,0,1,50,200,intermediate
Scomberomorus_queenslandicus,Scombridae,0,1,1,100,shallow
Scomberomorus_regalis,Scombridae,0,1,1,20,shallow
Scomberomorus_sierra,Scombridae,0,1,10,60,shallow
Scomberomorus_tritor,Scombridae,0,1,1,40,shallow
Thunnus_alalunga,Scombridae,0,1,0,600,intermediate
Thunnus_albacares,Scombridae,0,1,1,250,intermediate
Thunnus_maccoyii,Scombridae,0,1,50,2743,deep
Thunnus_obesus,Scombridae,0,1,0,250,intermediate
Thunnus_orientalis,Scombridae,0,1,1,200,intermediate
Thunnus_thynnus,Scombridae,0,1,0,985,intermediate
Scombrops_boops,Scombropidae,0,1,20,400,intermediate
Benthalbella_dentata,Scopelarchidae,0,1,98,3400,deep
Benthalbella_infans,Scopelarchidae,0,1,0,4740,deep
Benthalbella_linguidens,Scopelarchidae,0,1,10,2294,deep
Benthalbella_macropinna,Scopelarchidae,0,1,0,840,intermediate
Lepidorhombus_boscii,Scophthalmidae,0,1,7,800,intermediate
Lepidorhombus_whiffiagonis,Scophthalmidae,0,1,100,700,intermediate
Phrynorhombus_norvegicus,Scophthalmidae,0,1,10,200,intermediate
Scophthalmus_aquosus,Scophthalmidae,0,1,55,73,shallow
Scophthalmus_maximus,Scophthalmidae,0,1,20,70,shallow
Scophthalmus_rhombus,Scophthalmidae,0,1,5,50,shallow
Scorpaenichthys_marmoratus,Scorpaenichthyidae,0,1,0,200,intermediate
Caracanthus_maculatus,Scorpaenidae,0,1,3,15,shallow
Caracanthus_unipinna,Scorpaenidae,0,1,1,15,shallow
Dendrochirus_biocellatus,Scorpaenidae,0,1,1,40,shallow
Dendrochirus_brachypterus,Scorpaenidae,0,1,2,80,shallow
Dendrochirus_zebra,Scorpaenidae,0,1,3,80,shallow
Iracundus_signifer,Scorpaenidae,0,1,20,110,shallow
Neomerinthe_hemingwayi,Scorpaenidae,0,1,45,230,intermediate
Pontinus_kuhlii,Scorpaenidae,0,1,100,600,intermediate
Pontinus_longispinis,Scorpaenidae,0,1,75,440,intermediate
Pontinus_macrocephalus,Scorpaenidae,0,1,174,278,intermediate
Pterois_andover,Scorpaenidae,0,1,3,70,shallow
Pterois_antennata,Scorpaenidae,0,1,2,86,shallow
Pterois_lunulata,Scorpaenidae,0,1,132,172,shallow
Pterois_miles,Scorpaenidae,0,1,25,85,shallow
Pterois_mombasae,Scorpaenidae,0,1,10,70,shallow
Pterois_radiata,Scorpaenidae,0,1,1,30,shallow
Pterois_russelii,Scorpaenidae,0,1,15,60,shallow
Pterois_volitans,Scorpaenidae,0,1,2,55,shallow
Scorpaena_agassizii,Scorpaenidae,0,1,46,275,intermediate
Scorpaena_brasiliensis,Scorpaenidae,0,1,1,100,shallow
Scorpaena_cardinalis,Scorpaenidae,0,1,0,154,shallow
Scorpaena_dispar,Scorpaenidae,0,1,36,118,shallow
Scorpaena_elongata,Scorpaenidae,0,1,75,800,intermediate
Scorpaena_maderensis,Scorpaenidae,0,1,20,40,shallow
Scorpaena_mystes,Scorpaenidae,0,1,0,30,shallow
Scorpaena_notata,Scorpaenidae,0,1,10,700,intermediate
Scorpaena_onaria,Scorpaenidae,0,1,223,500,intermediate
Scorpaena_plumieri,Scorpaenidae,0,1,1,60,shallow
Scorpaena_scrofa,Scorpaenidae,0,1,20,500,intermediate
Scorpaenodes_albaiensis,Scorpaenidae,0,1,0,20,shallow
Scorpaenodes_guamensis,Scorpaenidae,0,1,0,20,shallow
Scorpaenodes_kelloggi,Scorpaenidae,0,1,6,24,shallow
Scorpaenodes_minor,Scorpaenidae,0,1,1,52,shallow
Scorpaenodes_parvipinnis,Scorpaenidae,0,1,3,49,shallow
Scorpaenodes_rubrivinctus,Scorpaenidae,0,1,160,412,intermediate
Scorpaenodes_scaber,Scorpaenidae,0,1,3,30,shallow
Scorpaenodes_varipinnis,Scorpaenidae,0,1,0,200,intermediate
Scorpaenodes_xyris,Scorpaenidae,0,1,0,30,shallow
Scorpaenopsis_cirrosa,Scorpaenidae,0,1,3,91,shallow
Scorpaenopsis_diabolus,Scorpaenidae,0,1,1,70,shallow
Scorpaenopsis_longispina,Scorpaenidae,0,1,6,27,shallow
Scorpaenopsis_macrochir,Scorpaenidae,0,1,1,80,shallow
Scorpaenopsis_possi,Scorpaenidae,0,1,2,55,shallow
Scorpaenopsis_venosa,Scorpaenidae,0,1,2,95,shallow
Scorpaenopsis_vittapinna,Scorpaenidae,0,1,2,28,shallow
Sebastapistes_cyanostigma,Scorpaenidae,0,1,2,30,shallow
Taenianotus_triacanthus,Scorpaenidae,0,1,5,135,shallow
Adelosebastes_latens,Sebastidae,0,1,900,1200,deep
Helicolenus_avius,Sebastidae,0,1,450,600,intermediate
Helicolenus_dactylopterus,Sebastidae,0,1,50,1100,deep
Helicolenus_hilgendorfii,Sebastidae,0,1,150,500,intermediate
Helicolenus_percoides,Sebastidae,0,1,50,750,intermediate
Sebastes_aleutianus,Sebastidae,0,1,25,900,intermediate
Sebastes_alutus,Sebastidae,0,1,0,825,intermediate
Sebastes_auriculatus,Sebastidae,0,1,0,128,shallow
Sebastes_aurora,Sebastidae,0,1,124,769,intermediate
Sebastes_babcocki,Sebastidae,0,1,49,625,intermediate
Sebastes_baramenuke,Sebastidae,0,1,100,500,intermediate
Sebastes_borealis,Sebastidae,0,1,0,1200,deep
Sebastes_brevispinis,Sebastidae,0,1,0,375,intermediate
Sebastes_capensis,Sebastidae,0,1,20,275,intermediate
Sebastes_caurinus,Sebastidae,0,1,10,183,shallow
Sebastes_chlorostictus,Sebastidae,0,1,49,201,intermediate
Sebastes_chrysomelas,Sebastidae,0,1,0,37,shallow
Sebastes_ciliatus,Sebastidae,0,1,5,160,shallow
Sebastes_constellatus,Sebastidae,0,1,24,274,intermediate
Sebastes_cortezi,Sebastidae,0,1,200,1100,deep
Sebastes_crameri,Sebastidae,0,1,25,600,intermediate
Sebastes_dallii,Sebastidae,0,1,18,256,intermediate
Sebastes_diploproa,Sebastidae,0,1,0,800,intermediate
Sebastes_elongatus,Sebastidae,0,1,25,425,intermediate
Sebastes_emphaeus,Sebastidae,0,1,0,366,intermediate
Sebastes_ensifer,Sebastidae,0,1,70,433,intermediate
Sebastes_entomelas,Sebastidae,0,1,0,549,intermediate
Sebastes_eos,Sebastidae,0,1,76,366,intermediate
Sebastes_fasciatus,Sebastidae,0,1,70,592,intermediate
Sebastes_flavidus,Sebastidae,0,1,0,549,intermediate
Sebastes_gilli,Sebastidae,0,1,75,375,intermediate
Sebastes_glaucus,Sebastidae,0,1,2,370,intermediate
Sebastes_helvomaculatus,Sebastidae,0,1,25,549,intermediate
Sebastes_hopkinsi,Sebastidae,0,1,18,183,shallow
Sebastes_iracundus,Sebastidae,0,1,300,1400,deep
Sebastes_jordani,Sebastidae,0,1,0,350,intermediate
Sebastes_lentiginosus,Sebastidae,0,1,33,168,shallow
Sebastes_macdonaldi,Sebastidae,0,1,91,350,intermediate
Sebastes_maliger,Sebastidae,0,1,0,274,intermediate
Sebastes_melanops,Sebastidae,0,1,0,366,intermediate
Sebastes_melanosema,Sebastidae,0,1,137,183,shallow
Sebastes_melanostictus,Sebastidae,0,1,84,1000,deep
Sebastes_melanostomus,Sebastidae,0,1,124,769,intermediate
Sebastes_mentella,Sebastidae,0,1,300,1441,deep
Sebastes_miniatus,Sebastidae,0,1,15,274,intermediate
Sebastes_minor,Sebastidae,0,1,3,100,shallow
Sebastes_mystinus,Sebastidae,0,1,0,550,intermediate
Sebastes_nebulosus,Sebastidae,0,1,3,128,shallow
Sebastes_nigrocinctus,Sebastidae,0,1,10,275,intermediate
Sebastes_norvegicus,Sebastidae,0,1,100,1000,deep
Sebastes_owstoni,Sebastidae,0,1,100,300,intermediate
Sebastes_paucispinis,Sebastidae,0,1,0,476,intermediate
Sebastes_pinniger,Sebastidae,0,1,0,838,intermediate
Sebastes_polyspinis,Sebastidae,0,1,0,740,intermediate
Sebastes_proriger,Sebastidae,0,1,12,425,intermediate
Sebastes_rastrelliger,Sebastidae,0,1,0,46,shallow
Sebastes_reedi,Sebastidae,0,1,137,375,intermediate
Sebastes_rosenblatti,Sebastidae,0,1,61,396,intermediate
Sebastes_ruberrimus,Sebastidae,0,1,15,549,intermediate
Sebastes_rubrivinctus,Sebastidae,0,1,0,302,intermediate
Sebastes_rufus,Sebastidae,0,1,31,247,intermediate
Sebastes_saxicola,Sebastidae,0,1,9,547,intermediate
Sebastes_schlegelii,Sebastidae,0,1,3,100,shallow
Sebastes_scythropus,Sebastidae,0,1,150,300,intermediate
Sebastes_semicinctus,Sebastidae,0,1,58,402,intermediate
Sebastes_serranoides,Sebastidae,0,1,0,146,shallow
Sebastes_serriceps,Sebastidae,0,1,5,90,shallow
Sebastes_simulator,Sebastidae,0,1,99,293,intermediate
Sebastes_sinensis,Sebastidae,0,1,290,670,intermediate
Sebastes_steindachneri,Sebastidae,0,1,16,300,intermediate
Sebastes_taczanowskii,Sebastidae,0,1,0,120,shallow
Sebastes_thompsoni,Sebastidae,0,1,40,150,shallow
Sebastes_trivittatus,Sebastidae,0,1,0,120,shallow
Sebastes_umbrosus,Sebastidae,0,1,30,119,shallow
Sebastes_variabilis,Sebastidae,0,1,6,675,intermediate
Sebastes_variegatus,Sebastidae,0,1,70,558,intermediate
Sebastes_viviparus,Sebastidae,0,1,50,300,intermediate
Sebastes_wilsoni,Sebastidae,0,1,30,274,intermediate
Sebastes_zacentrus,Sebastidae,0,1,26,476,intermediate
Sebastes_zonatus,Sebastidae,0,1,50,175,shallow
Sebastiscus_albofasciatus,Sebastidae,0,1,30,200,intermediate
Sebastolobus_alascanus,Sebastidae,0,1,17,1600,deep
Sebastolobus_altivelis,Sebastidae,0,1,201,1757,deep
Sebastolobus_macrochir,Sebastidae,0,1,257,1537,deep
Trachyscorpia_cristulata_cristulata,Sebastidae,0,1,130,1100,deep
Aethaloperca_rogaa,Serranidae,0,1,3,60,shallow
Alphestes_afer,Serranidae,0,1,2,30,shallow
Alphestes_immaculatus,Serranidae,0,1,1,50,shallow
Anyperodon_leucogrammicus,Serranidae,0,1,5,80,shallow
Aporops_bilinearis,Serranidae,0,1,1,15,shallow
Baldwinella_aureorubens,Serranidae,0,1,120,610,intermediate
Baldwinella_vivanus,Serranidae,0,1,45,610,intermediate
Belonoperca_chabanaudi,Serranidae,0,1,4,50,shallow
Cephalopholis_argus,Serranidae,0,1,1,40,shallow
Cephalopholis_boenak,Serranidae,0,1,1,64,shallow
Cephalopholis_cruentata,Serranidae,0,1,0,170,shallow
Cephalopholis_cyanostigma,Serranidae,0,1,1,50,shallow
Cephalopholis_formosa,Serranidae,0,1,1,30,shallow
Cephalopholis_fulva,Serranidae,0,1,1,150,shallow
Cephalopholis_hemistiktos,Serranidae,0,1,4,55,shallow
Cephalopholis_igarashiensis,Serranidae,0,1,80,250,intermediate
Cephalopholis_leopardus,Serranidae,0,1,1,40,shallow
Cephalopholis_microprion,Serranidae,0,1,0,52,shallow
Cephalopholis_miniata,Serranidae,0,1,2,150,shallow
Cephalopholis_nigripinnis,Serranidae,0,1,0,60,shallow
Cephalopholis_polleni,Serranidae,0,1,10,120,shallow
Cephalopholis_sexmaculata,Serranidae,0,1,6,150,shallow
Cephalopholis_sonnerati,Serranidae,0,1,10,150,shallow
Cephalopholis_spiloparaea,Serranidae,0,1,15,108,shallow
Cephalopholis_urodeta,Serranidae,0,1,1,60,shallow
Cromileptes_altivelis,Serranidae,0,1,2,40,shallow
Dermatolepis_dermatolepis,Serranidae,0,1,21,40,shallow
Dermatolepis_inermis,Serranidae,0,1,3,213,intermediate
Dermatolepis_striolata,Serranidae,0,1,1,15,shallow
Diplectrum_formosum,Serranidae,0,1,1,80,shallow
Diplectrum_pacificum,Serranidae,0,1,1,90,shallow
Diploprion_bifasciatum,Serranidae,0,1,1,100,shallow
Epinephelus_adscensionis,Serranidae,0,1,1,120,shallow
Epinephelus_aeneus,Serranidae,0,1,20,200,intermediate
Epinephelus_akaara,Serranidae,0,1,1,55,shallow
Epinephelus_amblycephalus,Serranidae,0,1,80,130,shallow
Epinephelus_areolatus,Serranidae,0,1,6,200,intermediate
Epinephelus_awoara,Serranidae,0,1,10,50,shallow
Epinephelus_bleekeri,Serranidae,0,1,30,105,shallow
Epinephelus_bontoides,Serranidae,0,1,0,30,shallow
Epinephelus_bruneus,Serranidae,0,1,20,200,intermediate
Epinephelus_caninus,Serranidae,0,1,30,400,intermediate
Epinephelus_chabaudi,Serranidae,0,1,9,300,intermediate
Epinephelus_chlorostigma,Serranidae,0,1,4,300,intermediate
Epinephelus_coeruleopunctatus,Serranidae,0,1,2,65,shallow
Epinephelus_coioides,Serranidae,0,1,1,100,shallow
Epinephelus_corallicola,Serranidae,0,1,1,30,shallow
Epinephelus_costae,Serranidae,0,1,1,200,intermediate
Epinephelus_cyanopodus,Serranidae,0,1,2,150,shallow
Epinephelus_diacanthus,Serranidae,0,1,10,300,intermediate
Epinephelus_drummondhayi,Serranidae,0,1,25,183,shallow
Epinephelus_erythrurus,Serranidae,0,1,1,20,shallow
Epinephelus_fasciatomaculosus,Serranidae,0,1,15,30,shallow
Epinephelus_fasciatus,Serranidae,0,1,4,160,shallow
Epinephelus_faveatus,Serranidae,0,1,1,125,shallow
Epinephelus_flavocaeruleus,Serranidae,0,1,10,150,shallow
Epinephelus_fuscoguttatus,Serranidae,0,1,1,60,shallow
Epinephelus_goreensis,Serranidae,0,1,80,300,intermediate
Epinephelus_howlandi,Serranidae,0,1,1,37,shallow
Epinephelus_itajara,Serranidae,0,1,0,100,shallow
Epinephelus_lanceolatus,Serranidae,0,1,1,200,intermediate
Epinephelus_latifasciatus,Serranidae,0,1,20,240,intermediate
Epinephelus_longispinis,Serranidae,0,1,1,70,shallow
Epinephelus_maculatus,Serranidae,0,1,2,100,shallow
Epinephelus_malabaricus,Serranidae,0,1,0,150,shallow
Epinephelus_marginatus,Serranidae,0,1,8,300,intermediate
Epinephelus_melanostigma,Serranidae,0,1,0,30,shallow
Epinephelus_merra,Serranidae,0,1,0,50,shallow
Epinephelus_miliaris,Serranidae,0,1,1,200,intermediate
Epinephelus_morio,Serranidae,0,1,5,330,intermediate
Epinephelus_morrhua,Serranidae,0,1,80,370,intermediate
Epinephelus_multinotatus,Serranidae,0,1,1,110,shallow
Epinephelus_ongus,Serranidae,0,1,20,60,shallow
Epinephelus_poecilonotus,Serranidae,0,1,45,375,intermediate
Epinephelus_polyphekadion,Serranidae,0,1,1,46,shallow
Epinephelus_radiatus,Serranidae,0,1,18,383,intermediate
Epinephelus_retouti,Serranidae,0,1,20,220,intermediate
Epinephelus_rivulatus,Serranidae,0,1,1,150,shallow
Epinephelus_sexfasciatus,Serranidae,0,1,10,80,shallow
Epinephelus_stictus,Serranidae,0,1,60,142,shallow
Epinephelus_striatus,Serranidae,0,1,1,90,shallow
Epinephelus_tauvina,Serranidae,0,1,1,300,intermediate
Epinephelus_tukula,Serranidae,0,1,10,400,intermediate
Epinephelus_undulosus,Serranidae,0,1,24,90,shallow
Gracila_albomarginata,Serranidae,0,1,6,120,shallow
Grammistes_sexlineatus,Serranidae,0,1,1,130,shallow
Grammistops_ocellatus,Serranidae,0,1,8,30,shallow
Hemanthias_leptus,Serranidae,0,1,60,300,intermediate
Hemanthias_signifer,Serranidae,0,1,23,306,intermediate
Hypoplectrus_aberrans,Serranidae,0,1,3,15,shallow
Hypoplectrus_chlorurus,Serranidae,0,1,3,23,shallow
Hypoplectrus_gummigutta,Serranidae,0,1,1,45,shallow
Hypoplectrus_guttavarius,Serranidae,0,1,3,30,shallow
Hypoplectrus_indigo,Serranidae,0,1,3,45,shallow
Hypoplectrus_nigricans,Serranidae,0,1,3,13,shallow
Hypoplectrus_puella,Serranidae,0,1,3,23,shallow
Hyporthodus_acanthistius,Serranidae,0,1,46,90,shallow
Hyporthodus_ergastularius,Serranidae,0,1,15,370,intermediate
Hyporthodus_haifensis,Serranidae,0,1,90,220,intermediate
Hyporthodus_mystacinus,Serranidae,0,1,30,400,intermediate
Hyporthodus_nigritus,Serranidae,0,1,55,525,intermediate
Hyporthodus_niphobles,Serranidae,0,1,50,130,shallow
Hyporthodus_niveatus,Serranidae,0,1,30,525,intermediate
Hyporthodus_octofasciatus,Serranidae,0,1,150,300,intermediate
Hyporthodus_quernus,Serranidae,0,1,20,380,intermediate
Hyporthodus_septemfasciatus,Serranidae,0,1,5,30,shallow
Liopropoma_carmabi,Serranidae,0,1,15,70,shallow
